,index_x,id,app_name,ads,end_user,freemium,pay_per_use,subscription_flatrate,monthly_price,yearly_price,free_or_only_lifetime,test_period,welcome_discount,index_y,Unnamed: 0,at,content,content_nonstop,score,price_category,sentiment
20,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,20,20,2020-05-22 09:09:25,"The app seems decent...if you're looking for a diet. I specifically searched for a non-diet app (intuitive eating, gentle nutrition etc.), which this app claims it is, but as soon as you enter the app, it tells you you'll have to restrict calories and eat ""healthy"" foods in order to lose weight (not true- weight loss is about controlling insulin), then it asks you to choose a food plan (aka ""diet""). If you want a diet, and a place to log food and exercise, try it out. Not a ""non diet"" app.",seem decent look specifically search non intuitive eating gentle nutrition etc claim soon enter tell restrict eat healthy order lose true loss control insulin ask choose plan aka want place log exercise non,2,,negative
21,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,21,21,2020-05-11 22:14:35,Really Good,good,5,,positive
22,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,22,22,2020-04-07 16:44:48,Useful app for daily fitness mantra,useful daily mantra,5,,positive
23,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,23,23,2020-03-19 00:02:58,Love it,love,5,,positive
24,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,24,24,2020-03-05 11:58:39,This app is the best I hv used so far. It motivates u to do better each day. Im in luv with this app.,good hv far motivate u well day luv,5,,positive
25,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,25,25,2020-02-11 11:52:48,"Very nice app, it helps me a lot!",nice help lot,5,,positive
26,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,26,26,2020-01-27 03:09:54,I love it by paula morris,love paula morris,5,,positive
27,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,27,27,2020-01-03 18:58:30,Extremely helpful!,extremely helpful,5,,positive
28,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,28,28,2019-12-26 11:08:12,Best app for weight loss,good loss,5,,positive
29,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,29,29,2019-10-30 20:14:28,Excellent app ever. A long list of desi food specially. Those are not available in any other app!,excellent ever long list desi specially available,5,,positive
30,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,30,30,2019-10-19 18:33:22,I hate it !!!!!!!!!!!!!,hate,1,,negative
31,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,31,31,2016-11-24 17:14:43,Very helpful....,helpful,4,,positive
32,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,32,32,2016-02-23 21:13:50,The only reason I didn't rate it  5 was because I was not able to choose a less girly interface.  Keep on the good work.,reason rate 5 able choose less girly interface good work,4,,positive
33,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,33,33,2015-12-07 17:55:55,Works nice...,work nice,5,,positive
34,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,34,34,2015-10-27 02:29:06,When add a food ask for nutrition info but no calories like on sparks people.  No option for whopper Jr w/o cheese so had to look it up and adjust portion to match calories (370…) and WHY is the fast food in fkng grams instead of portion!?!,add ask nutrition info like spark people option whopper jr wo cheese look adjust portion match 370 fast fkng gram instead portion,3,,neutral
35,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,35,35,2015-07-17 21:26:37,"Only used it so far for one day, but I do like it. It's actually easy to use. google +1",far one day like actually easy google 1,5,,positive
36,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,36,36,2015-06-29 23:03:09,"Nice. User friendly. Only disadvantage is it misses so many Indian food items, so adding the lunch or other entries is somewhat painful.",nice user friendly disadvantage miss many indian item add lunch entry somewhat painful,4,,positive
37,0,0,Abnehmen ohne Diät,1,1,1,0,1,,,1,1.0,0.0,37,37,2015-05-13 07:52:32,Good to record each n every meal. Best thing abt this app is it reminds u to drink water n to have meals on time,good record n every good thing abt remind u drink water n time,4,,positive
38,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,38,38,2022-08-04 15:06:11,This was my 1st day to engage in this app and so far I believe that it is the perfect app for those that have small bits of time through the day instead of a large block of time. Learning the dance moves was awesome.,1st day engage far believe perfect small bit time day instead large block time learn dance move awesome,4,1,positive
39,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,39,39,2022-08-04 10:43:24,I am very indignant about the rules that are the basis of the work of this fitness assistant. I also don't understand why there is no instruction anywhere about how the subscription works here.Why wasn't I warned that it was tied to the customer's bank account? I was charged for a renewal that I didn't want. Just a nightmare.,indignant rule basis work assistant also understand instruction anywhere subscription work herewhy warn tie customer bank account charge renewal want nightmare,1,1,negative
40,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,40,40,2022-08-04 10:22:28,"This app is built entirely on lies. The ads here promise you a lot of things you won't encounter as a customer. They don't even allow you to try out the services before buying a subscription,even though they promise you such an opportunity. The app is extremely unpleasant and I have a very negative impression of it.",build entirely lie ad promise lot thing encounter customer allow service buy subscription though promise opportunity extremely unpleasant negative impression,1,1,negative
41,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,41,41,2022-08-04 10:05:21,"They cheat customers! The ads show unrealistic results. If you consider the exercises that are in the fitness app and their nutrition programs, it becomes immediately clear. Don't download it.Better save your money. I insist that these scammers be removed from the Play Market! I would not recommend this app.",cheat customer ad show unrealistic result consider exercise nutrition program become immediately clear download itbetter save money insist scammer remove play market would recommend,1,1,negative
42,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,42,42,2022-08-04 09:23:48,"Scammers! There are no refunds on this fitness app, even though it was promised in the ads. I think this is just disrespectful to customers. I've been looking for the right platform for me for along time and have tried many. And in all this time, I have never had a case like this, I have always gotten a refund. That's just awful! I definitely do not recommend this app!",scammer refund though promise ad think disrespectful customer look right platform along time many time never case like always refund awful definitely recommend,1,1,negative
43,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,43,43,2022-08-04 09:13:09,"I do not advise you to use this app. I'm not talking about the horrible design, service, and other factors, but the fact that even after canceling your subscription you are still being charged for it.I can't keep quiet. The real scammers I hope my review is helpful because it's true. This is the worst fitness app I have tried.",advise talk horrible design service factor fact cancel subscription still charge iti quiet real scammer hope review helpful true bad,1,1,negative
44,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,44,44,2022-08-04 08:51:53,"I want to leave a negative review regarding my membership in this fitness service. The attitude here is not loyal and very indifferent to customers and their problems. There is also a problem with the meal plans here.I chose a list of foods that I like or can eat when I signed up. But in the end, there was nothing in my diet that I chose. I don't recommend it.",want leave negative review regard membership service attitude loyal indifferent customer problem also problem plan herei choose list like eat sign end nothing choose recommend,1,1,negative
45,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,45,45,2022-08-04 08:39:41,"Are you sure you're okay with having your money handled by someone other than yourself? If not, this app is definitely not for you. There are very unusual conditions under which the subscription works.By activating it, you give it access to your bank account. Subscriptions, in turn, can manage your money uncontrollably. They will take money from you without your consent, whether you want it or not.",sure okay money handle someone definitely unusual condition subscription worksby activate give access bank account subscription turn manage money uncontrollably take money without consent whether want,1,1,negative
46,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,46,46,2022-08-04 08:29:09,"I decided to start using the services of this assistant, taking into account the fact that there is no refund policy at all. The advertisement for the service promises us that we can get a refund in the firstfew days after purchasing the subscription. I made a request because I didn't like the app, but they didn't respond to me until a few days later. They purposely didn't respond while I was eligible, and later simply",decide start service assistant take account fact refund policy advertisement service promise refund firstfew day purchase subscription request like respond day later purposely respond eligible later simply,1,1,negative
47,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,47,47,2022-08-03 13:34:04,Honestly I thought this would be fun but I have a difficult time understanding the instructors. I'm tired of trying to get upsold everytime I open the app. Canceling right now!,honestly think would fun difficult time understand instructor tired upsold everytime open cancel right,1,1,negative
48,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,48,48,2022-08-03 04:41:12,"I am outraged! This is definitely the lowest quality fitness assistant I have ever seen. The worst part is that it doesn't even provide an opportunity to try out its services in advance. After signing up,I was only given the option of choosing a subscription price. The app isn't worth the money, but you won't know that until you log in.",outraged definitely low quality assistant ever see bad part provide opportunity service advance sign give option choose subscription price worth money know log,1,1,negative
49,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,49,49,2022-08-02 20:09:07,"I was disappointed with this app when I found out that I would not get a refund on my request to buy a subscription. But as it turned out later, it is still possible to get a refund here, but only by playing by their dirty rules.I was offered money in exchange for a small favor. They asked me to delete my angry comment about their app. I am amazed at their insolence. It's a nightmare.",disappoint find would refund request buy subscription turn later still possible refund play dirty rulesi offer money exchange small favor ask delete angry comment amazed insolence nightmare,1,1,negative
50,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,50,50,2022-08-02 19:47:37,"You should not even start your membership in this fitness program. Its employees will charge you for your subscription, even after you turn it off. Or rather, they will tell you to disconnect your subscription,but they will not do it, as it happened to me. I was simply cheated and then refused to explain anything or refund my money. Unacceptable, I hope the Play Market employees will notice my complaint.",start membership program employee charge subscription turn rather tell disconnect subscription happen simply cheat refuse explain anything refund money unacceptable hope play market employee notice complaint,1,1,negative
51,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,51,51,2022-08-02 19:37:03,"Every user of the Play Market is required to know how the policy of this deceitful app is arranged. There is no provision for a refund if you need one. I have fulfilled all the conditions for getting arefund for the subscription and I applied on time, but I received a refusal. Which was due to some ridiculous explanations. I am very angry and ask you not to download this service.",every user play market require know policy deceitful arrange provision refund need one fulfil condition arefund subscription apply time receive refusal due ridiculous explanation angry ask download service,1,1,negative
52,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,52,52,2022-08-02 19:26:25,"This app will not work for many people because of the strange way the meal plan algorithms work. For me, the membership here turned out to be a real trial. I was struggling to get the resultsI was promised and was eating as per the assistant's advice. Although he gave me a totally different diet from what I had chosen in the beginning. It was hard to eat foods I didn't like. I don't recommend it.",work many people strange way plan algorithms work membership turn real trial struggle resultsi promise eat per assistant advice although give totally different choose beginning hard eat like recommend,1,1,negative
53,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,53,53,2022-08-02 08:12:36,"Mediocre.Annoying everytime Im about to end a 13 hour fast it ups me to 16h(didn't notice until a few days ago it gives me the hour notice but when I enter the app i still have around 3 left)I have to calculate myself the time to finish as the app is unreliable.Also that i cannot always put in the right quantity or the food as it doesn't give me the option,shows me different marks of food that we don't have here.Cant modify quantity of water on intake.The idea is good but needs some improvement.",mediocreannoye everytime end 13 hour fast 16hdidnt notice day ago give hour notice enter still around 3 lefti calculate time finish unreliablealso always put right quantity give option show different mark herecant modify quantity water intakethe idea good need improvement,3,1,neutral
54,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,54,54,2022-08-02 06:51:01,I came across Better me and a walking to lose weight advertisement. I filled out a questionair and it was going to give me access to mindset tip. Calculation and distance that I should walk on a daily basis food tips etc. However I paid for nothing. I cant find it on fb now and the app I downloaded was free to begin with.,come across well walking lose advertisement fill questionair go give access mindset tip calculation distance walk daily basis tip etc however pay nothing find fb download free begin,1,1,negative
55,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,55,55,2022-08-02 05:23:58,"Before you pay for access, I advise you to pay attention to the fact that there is no trial option here. Although, as such, it is promised in the ads. Personally, I was alarmed by this point,because I had spent a lot of time on the registration. I wasted my time for nothing. Do not buy a subscription, I am sure that the app is not worth it.",pay access advise pay attention fact trial option although promise ad personally alarm point spend lot time registration waste time nothing buy subscription sure worth,1,1,negative
56,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,56,56,2022-08-02 05:06:23,"I was very surprised by the ads for this fitness app. I used it once, and I can tell you for a fact that it is terrible. Both in terms of workouts and nutrition. There is nothing useful or really worthwhile here.With this kind of success, it's better to Google and find everything yourself for free. These commercials are just impossible to achieve.",surprised ad tell fact terrible term workout nutrition nothing useful worthwhile herewith kind success well google find everything free commercial impossible achieve,1,1,negative
57,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,57,57,2022-08-02 04:43:28,"I really didn't like this fitness app, but I had to use it. All this because I couldn't cancel my subscription. They have a very complicated unsubscribe procedure and I felt like they did it on purpose.The customer service either rests all the time and decides to ignore customers, or they don't exist at all. I do not recommend it.",like could cancel subscription complicated unsubscribe procedure feel like purposethe customer service either rest time decide ignore customer exist recommend,1,1,negative
58,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,58,58,2022-08-02 04:18:13,"I downloaded this app with a clear plan and goals. What spoiled it all for me was that this fitness app only works online. I was very upset when I found this out, because it ruined all my plans in this case.It really hurt me that I wasted my money. It also turned out to be very interesting. I definitely deactivated the subscription, but despite that, my card was charged for the next month. Terrible app!",download clear plan goal spoil work online upset find ruin plan caseit hurt waste money also turn interesting definitely deactivate subscription despite card charge next month terrible,1,1,negative
59,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,59,59,2022-08-02 04:00:21,"Do not use this app! They are real scammers, and I have tested this on myself. I deactivated my subscription to the app, but without my permission, they charged my card for the subscription. When I wrote to support,all I heard was rudeness and nothing more. Awful fitness app.I hope that after reading the reviews, you will have no desire to download it.",real scammer test deactivate subscription without permission charge card subscription write support hear rudeness nothing awful appi hope read review desire download,1,1,negative
60,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,60,60,2022-08-01 20:46:15,"I was not satisfied with this fitness assistant, using his services, I often encountered inconveniences and limitations. Most of all, I did not like how the algorithms for food selection worked here.The food included in the diet offered by the service was very different from what I had chosen during the registration process. I don't recommend it because there are a lot of mistakes.",satisfied assistant service often encounter inconvenience limitation like algorithm selection work herethe include offer service different choose registration process recommend lot mistake,1,1,negative
61,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,61,61,2022-08-01 20:35:47,"Beware of the hidden internal purchases that are in this fitness assistant. The developers sell the most useful functionality in the app, separately from the subscription. This is a very sneaky move,because by paying, you want comfort. But to really get results, you have to pay more than you originally expected. Very low, you're being cheated here.",beware hide internal purchase assistant developer sell useful functionality separately subscription sneaky move pay want comfort result pay originally expect low cheat,1,1,negative
62,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,62,62,2022-08-01 20:25:01,I want to warn all Play Market users about the awful attitude I encountered during my membership here. The app has big problems with the selection of operators. I have never once been lucky enough to come acrossa qualified person who knows how to treat a customer. The operators here are rude and devoid of any morals. I definitely wouldn't recommend it.,want warn play market user awful attitude encounter membership big problem selection operator never lucky enough come acrossa qualified person know treat customer operator rude devoid moral definitely would recommend,1,1,negative
63,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,63,63,2022-08-01 19:59:26,"This is definitely the worst fitness assistant available on the Play Market. In addition to lying and violating consumer rights here, they also deprive their customers of the ability to manage their subscriptions.In other words, you can't turn it off yourself. You need to contact support for help, whose employees do not benefit from your leaving. I don't want anyone else to go through this. It's not worth it.",definitely bad assistant available play market addition lie violate consumer right also deprive customer ability manage subscriptionsin word turn need contact support help whose employee benefit leaving want anyone else go worth,1,1,negative
64,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,64,64,2022-08-01 15:31:53,"I LOVE THIS AP! It has so much available to anyone going on a health and fitness journey. Workouts, meal plans, a daily reading to encourage you, food and water and steps trackers, and so much more. The customer service is quick to respond. There is even the option of having accountability. I highly recommend this ap.",love ap much available anyone go health journey workout plan daily reading encourage water step tracker much customer service quick respond option accountability highly recommend ap,5,1,positive
65,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,65,65,2022-07-31 18:06:39,"I was looking for an app to support positive change in my life, found this on Pinterest and am enjoying it so far. I have only had the app a few hours and have been able to align it with the changes. Trying to I make. Thumbs up so far.",look support positive change life find pinter enjoy far hour able align change thumb far,4,1,positive
66,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,66,66,2022-07-31 03:41:17,"There is nothing in the app that allows the user to try it out before paying to log in. That is, the clause in the advertisement about having a free trial is false. There is nothing like that. You have to pay to get in.Personally, this put me off and I went to the reviews where I made sure I didn't buy the subscription for nothing.",nothing allow user pay log clause advertisement free trial false nothing like pay inpersonally put go review sure buy subscription nothing,1,1,negative
67,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,67,67,2022-07-31 03:30:58,"I want to share my experience of using the services of this fitness assistant. I realized almost immediately after purchasing the subscription what a mistake I had made. I demanded a refund, to which I got a negative response.Luckily, I immediately deactivated the subscription, after which I spoke up in the comments. They wrote to me and offered to compensate me for the cost of the subscription in exchange for my silence. Don't be",want share experience service assistant realize almost immediately purchase subscription mistake demand refund negative responseluckily immediately deactivate subscription speak comment write offer compensate cost subscription exchange silence,1,1,negative
68,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,68,68,2022-07-31 03:20:31,"I feel like they are scammers. At first, I thought it was unrealistic to cancel my subscription. I did it for two months! I was charged money and never got it back. I sincerely do not recommend this app to you because it is terrible.There are a lot of unfinished parts. It is not worthy of ranking with other good fitness apps in the Play Market.",feel like scammer first think unrealistic cancel subscription two month charge money never back sincerely recommend terriblethere lot unfinished part worthy rank good play market,1,1,negative
69,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,69,69,2022-07-31 00:33:29,"It looks easy, but since I haven't exercised due to severe asthma, I found it challenging, yet a fantastic workout for me. Can't wait to get better at this and up the levels.",look easy since exercise due severe asthma find challenge yet fantastic workout wait well level,5,1,positive
70,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,70,70,2022-07-30 20:40:47,"It's very inconvenient that this fitness app doesn't work offline. I love working out outdoors and usually don't get internet access in those places. When I paid my subscription fee, I was sure there should be such a feature.I hope they fix it soon, because otherwise, it's useless to me.",inconvenient work offline love work outdoors usually internet access place pay subscription fee sure featurei hope fix soon otherwise useless,1,1,negative
71,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,71,71,2022-07-30 19:37:37,"I would like to warn every user that, most likely, the cost of the subscription will not be the final price of the services of this assistant. For a really comfortable membership here, you will have to buy features separatefrom your subscription. About which, by the way, the developers did not say anything. I could not even imagine that I would have to pay for some services. Did not like it, disliked.",would like warn every user likely cost subscription final price service assistant comfortable membership buy feature separatefrom subscription way developer say anything could imagine would pay service like dislike,1,1,negative
72,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,72,72,2022-07-30 19:27:12,"I want to complain not so much about the app as about the people who work on it. Although the app is very problematic, all its problems I was ready to put up with. But the way the problems are solved here or helpyou solve them deserves the lowest marks. If you have already bought a subscription, I advise you not to write to support at all; it is unlikely you will help but certainly spoil your mood.",want complain much people work although problematic problem ready put way problem solve helpyou solve deserve low mark already buy subscription advise write support unlikely help certainly spoil mood,1,1,negative
73,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,73,73,2022-07-30 19:14:32,"The app holds its customers literally hostage, not allowing them to unsubscribe. Since the subscription is tied to your card and you can't deactivate it, the service has power over your money. I doubt it's even legal,but it's true. It's very difficult to get the service disconnected from the app workers here. I had to beg and grovel a lot. Do not contact them.",hold customer literally hostage allow unsubscribe since subscription tie card deactivate service power money doubt legal true difficult service disconnect worker beg grovel lot contact,1,1,negative
74,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,74,74,2022-07-30 19:04:04,"Do not contact this company, believe me, sooner or later you will be disappointed with their services. I can not think of any worse fitness assistant, although I have tried many analogues from the Play Market list.The app lacks the most rudimentary features, such as offline mode or money-back options. The developers don't even warn about the problematic aspects of their product.",contact company believe soon later disappoint service think bad assistant although many analogue play market listthe lack rudimentary feature offline mode money back option developer warn problematic aspect product,1,1,negative
75,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,75,75,2022-07-30 01:22:47,I don't like this app any more .. I want to cancel the subscription.. but I can't off the auto renewal of subscription because I can't find this option .. many times I sent an email to cancel my subscription but no one help or response to cancel.. and today again you deducted 52 AED from my credit card..,like want cancel subscription auto renewal subscription find option many time send email cancel subscription one help response cancel today deduct 52 aed credit card,1,1,negative
76,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,76,76,2022-07-29 18:42:00,"I did not like this fitness assistant at all. During my membership here, I have many times encountered the negligence of its employees and common service problems. Also, there are problems withthe algorithms that are responsible for forming rations. The app has provided me with food that I don't eat, but it doesn't prioritize what I wanted when I signed up. Rating of 1.",like assistant membership many time encounter negligence employee common service problem also problem withthe algorithm responsible form ration provide eat prioritize want sign rating 1,1,1,negative
77,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,77,77,2022-07-29 18:31:41,"Don't make any hasty decisions about buying a subscription without first finding out how things work here. I really resent the way the support staff reacts to a request to cancel a subscription.They are purposely ignoring us and have not agreed to help. The operator was silent for a long time, and soon tried to challenge my decision and question it. It's just a nightmare, don't pay for it.",hasty decision buy subscription without first find thing work resent way support staff react request cancel subscriptionthey purposely ignore agree help operator silent long time soon challenge decision question nightmare pay,1,1,negative
78,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,78,78,2022-07-29 18:00:47,"It took me a very long time to unsubscribe. It was a big problem. There was no response from customer service and they still haven't responded. I wouldn't have cared if I hadn't been charged every month.There is nothing I can do about it. I only have one bank card, and if I turn it off, I won't be able to pay for app subscriptions that are important to me. It's just horrible service.",take long time unsubscribe big problem response customer service still respond would care charge every monththere nothing one bank card turn able pay subscription important horrible service,1,1,negative
79,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,79,79,2022-07-29 17:46:35,"I definitely do not recommend this fitness app. Nowhere did it say anything about paying separately for the extras. When I wrote to support and tried to clarify information about this, I was just ignored.Horrible service and a horrible app. I am very sorry for the money I paid for the subscription. I don't understand why I have to pay for it if no one warned me.",definitely recommend nowhere say anything pay separately extra write support clarify information ignoredhorrible service horrible sorry money pay subscription understand pay one warn,1,1,negative
80,1,1,BetterMe: Gesundheits-Coaching,0,1,1,1,1,6.66,79.99,0,1.0,1.0,80,80,2022-07-29 17:35:43,"If you signed up for the app hoping to get a dream figure, forget it. This app is a complete money scam. I feel like my figure has only gotten worse. I sincerely do not recommend this app for exercising.It is a complete waste of money. Total disappointment. Now I am looking for a good fitness app again.",sign hope dream figure forget complete money scam feel like figure bad sincerely recommend exercisingit complete waste money total disappointment look good,1,1,negative
