,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,lang,app_name,source
24,4,b0861c58-ea36-4547-b0d6-298098399d5c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is the best I hv used so far. It motivates u to do better each day. Im in luv with this app.,5,26,5.24,2020-03-05 11:58:39,,,en,Abnehmen ohne Diät,most_relevant
25,12,ca9a7efb-374d-4571-9274-91bc085ba550,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very nice app, it helps me a lot!",5,12,5.24,2020-02-11 11:52:48,,,en,Abnehmen ohne Diät,most_relevant
26,18,2cfe2637-12dd-4f78-a2c5-5b0744b20b91,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it by paula morris,5,5,,2020-01-27 03:09:54,,,en,Abnehmen ohne Diät,most_relevant
27,40,3db4eafa-77d0-445f-8978-30b4ebf679b9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Extremely helpful!,5,1,5.24,2020-01-03 18:58:30,,,en,Abnehmen ohne Diät,most_relevant
28,10,6eedb776-c128-4134-b0d1-0117bff80bc7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best app for weight loss,5,5,,2019-12-26 11:08:12,,,en,Abnehmen ohne Diät,most_relevant
29,2,eb702843-0bf0-444c-b2a2-aebbfa9f29f5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excellent app ever. A long list of desi food specially. Those are not available in any other app!,5,42,5.23,2019-10-30 20:14:28,,,en,Abnehmen ohne Diät,most_relevant
30,19,3e96c5fd-047f-4801-a0ed-7f868e8c689a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I hate it !!!!!!!!!!!!!,1,4,,2019-10-19 18:33:22,,,en,Abnehmen ohne Diät,most_relevant
31,50,3ba1428c-b311-4aa2-9812-7743addb679f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very helpful....,4,0,,2016-11-24 17:14:43,,,en,Abnehmen ohne Diät,most_relevant
32,44,92c28691-cf57-4092-96a5-187ad70a4522,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The only reason I didn't rate it  5 was because I was not able to choose a less girly interface.  Keep on the good work.,4,2,5.06,2016-02-23 21:13:50,,,en,Abnehmen ohne Diät,most_relevant
33,43,a1045201-58cd-4995-9929-4020ca74cd72,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Works nice...,5,3,5.07,2015-12-07 17:55:55,,,en,Abnehmen ohne Diät,most_relevant
34,45,1b5459fb-2b17-4f3b-9c16-2126ae9f5dd5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,When add a food ask for nutrition info but no calories like on sparks people.  No option for whopper Jr w/o cheese so had to look it up and adjust portion to match calories (370…) and WHY is the fast food in fkng grams instead of portion!?!,3,0,5.06,2015-10-27 02:29:06,,,en,Abnehmen ohne Diät,most_relevant
35,46,729e2bf4-a582-4ccf-8a10-0481e55b1a4a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Only used it so far for one day, but I do like it. It's actually easy to use. google +1",5,0,5.04,2015-07-17 21:26:37,,,en,Abnehmen ohne Diät,most_relevant
36,47,44540dc5-81a2-4f36-8ac0-2056c7036411,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Nice. User friendly. Only disadvantage is it misses so many Indian food items, so adding the lunch or other entries is somewhat painful.",4,0,5.03,2015-06-29 23:03:09,,,en,Abnehmen ohne Diät,most_relevant
37,48,f9282689-a41f-4f1b-9e93-5c70982bcd58,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good to record each n every meal. Best thing abt this app is it reminds u to drink water n to have meals on time,4,3,4.37,2015-05-13 07:52:32,,,en,Abnehmen ohne Diät,most_relevant
38,295,8db57e1b-0c44-4f97-ae72-66f66597d3a9,Sally Ross,https://play-lh.googleusercontent.com/a-/AFdZucq7RzYEMTG-_4EQzCXVQLEC6W5BP2hpQGANleKT,This was my 1st day to engage in this app and so far I believe that it is the perfect app for those that have small bits of time through the day instead of a large block of time. Learning the dance moves was awesome.,4,0,7.0.1,2022-08-04 15:06:11,"Hello, Sally! We are happy to have you as our customer, thank you for choosing us to be a part of your transformation story. Please, keep us updated on your progress. We hope you will enjoy other workouts as well as dancing 😊️ Kind Regards, Team BetterMe",2022-08-04 15:31:43,en,BetterMe: Gesundheits-Coaching,most_relevant
39,451,a59493f3-13a3-4f1e-b970-f2b8869dd793,Amber Caldwell,https://play-lh.googleusercontent.com/a/AItbvmk4j-_1isH8MDDsEIYpHl9_lfb9S4A7-qWvTGMt=mo,I am very indignant about the rules that are the basis of the work of this fitness assistant. I also don't understand why there is no instruction anywhere about how the subscription works here.Why wasn't I warned that it was tied to the customer's bank account? I was charged for a renewal that I didn't want. Just a nightmare.,1,0,7.0.2,2022-08-04 10:43:24,"Hi! We are so sorry to see you think this way of BetterMe. Our team made sure to highlight all pricing details before the payment. Additionally, each customer receives a confirmation email with the details of the purchase.Please, contact us at gethelp@betterme.world and we will gladly show you where you can find all this info. Kind regards, team BM",2022-08-04 11:07:40,en,BetterMe: Gesundheits-Coaching,most_relevant
40,112,2036ff12-3415-4ec9-bf62-7bcdb757d8fb,Luis Williams,https://play-lh.googleusercontent.com/a/AItbvmmtmXv-1qaKLuepSL336_LR0lL11r524WDFAHdq=mo,"This app is built entirely on lies. The ads here promise you a lot of things you won't encounter as a customer. They don't even allow you to try out the services before buying a subscription,even though they promise you such an opportunity. The app is extremely unpleasant and I have a very negative impression of it.",1,0,7.0.2,2022-08-04 10:22:28,"Hello! That's a real pity to read your review. BetterMe is a definitely trustworthy company. What exactly has made you think this way, please? We do provide users with trial licenses too. Contact us at gethelp@betterme.world and we'll be able to assist you. Best Regards, Team BetterMe",2022-08-04 10:40:09,en,BetterMe: Gesundheits-Coaching,most_relevant
41,101,8ae92538-3feb-4bc1-9d08-cbc4d2e0b7d4,Erik Francis,https://play-lh.googleusercontent.com/a/AItbvmkLJfiGL4xaZTo9LztfA423sO2CvpdKVzA9aoUO=mo,"They cheat customers! The ads show unrealistic results. If you consider the exercises that are in the fitness app and their nutrition programs, it becomes immediately clear. Don't download it.Better save your money. I insist that these scammers be removed from the Play Market! I would not recommend this app.",1,0,7.0.2,2022-08-04 10:05:21,"Hello! Appreciate your opinion. However, we are a legal and trustworthy company. And it's most unlikely to get unrealistic results with BetterMe. If a user has a desire and time for self-development, then a customized plan works quite perfectly! It's based on the preferences of a customer and is designed by real professionals. Regards, BetterMe",2022-08-04 10:21:00,en,BetterMe: Gesundheits-Coaching,most_relevant
42,103,4a1aeda7-e42c-426a-8f92-10ee2e12c4e1,William Hester,https://play-lh.googleusercontent.com/a/AItbvmkQOyEVoR73aoA5__N2zigmh64lOAKS23PGu2VD=mo,"Scammers! There are no refunds on this fitness app, even though it was promised in the ads. I think this is just disrespectful to customers. I've been looking for the right platform for me for along time and have tried many. And in all this time, I have never had a case like this, I have always gotten a refund. That's just awful! I definitely do not recommend this app!",1,0,7.0.2,2022-08-04 09:23:48,"Hello! We honor our refund policy and are happy to provide our users with the best possible solution. At the same time, we have not been able to identify you among our users. Please provide us with the 7-digit number of the email you have received in the auto-reply. We will gladly review your case closer. Kind regards, Team BetterMe",2022-08-04 09:36:15,en,BetterMe: Gesundheits-Coaching,most_relevant
43,183,9ba49341-bf77-45af-aa85-a9818685a915,Brandon Rhodes,https://play-lh.googleusercontent.com/a/AItbvmnoB6keYXex0RvklpVxMWhDChSZDgQPsn15k0kC=mo,"I do not advise you to use this app. I'm not talking about the horrible design, service, and other factors, but the fact that even after canceling your subscription you are still being charged for it.I can't keep quiet. The real scammers I hope my review is helpful because it's true. This is the worst fitness app I have tried.",1,0,7.0.2,2022-08-04 09:13:09,"Hello! There is no way for us to charge our users if their subscription was canceled. Please reach us at gethelp@betterme.world and we will be happy to review your case and help you out. Kind regards, Team BetterMe",2022-08-04 09:26:51,en,BetterMe: Gesundheits-Coaching,most_relevant
44,104,7b87dbce-fd6e-4513-a7fd-c9e50b11aa80,Daniel Crane,https://play-lh.googleusercontent.com/a/AItbvmlhg7eThEBTGBSJpoC5QA7wcRAJmRqq2WZs5KLP=mo,"I want to leave a negative review regarding my membership in this fitness service. The attitude here is not loyal and very indifferent to customers and their problems. There is also a problem with the meal plans here.I chose a list of foods that I like or can eat when I signed up. But in the end, there was nothing in my diet that I chose. I don't recommend it.",1,0,7.0.2,2022-08-04 08:51:53,"Hello! The meals have been picked based on your quiz answers. And all your preferences have been applied to your BetterMe profile. The quiz questions aim to let us know what foods you would like to have more of. Since all of them are healthy items, they all can be added to your plan. Please contact us at gethelp@betterme.world, we will help you. BM",2022-08-04 09:04:30,en,BetterMe: Gesundheits-Coaching,most_relevant
45,484,93348605-c377-4960-9338-7f695f39131e,Jessica Brown,https://play-lh.googleusercontent.com/a/AItbvml1_bfoHk-xfkov9uZrA1u14dDXorRouzEQBX-a=mo,"Are you sure you're okay with having your money handled by someone other than yourself? If not, this app is definitely not for you. There are very unusual conditions under which the subscription works.By activating it, you give it access to your bank account. Subscriptions, in turn, can manage your money uncontrollably. They will take money from you without your consent, whether you want it or not.",1,1,7.0.2,2022-08-04 08:39:41,"Hello! Each user is getting a subscription and is being billed only according to its terms. All the info is mentioned before and after the purchase. The subscription can be canceled via the app-More-Manage subscription. We can't control your money or bank account. Please reach us at gethelp@betterme.world, and we'll do our best to help you. Team BM",2022-08-04 09:00:26,en,BetterMe: Gesundheits-Coaching,most_relevant
46,113,0bb9dcee-6ef0-4949-bc18-e044578e8c08,Amy Wallace,https://play-lh.googleusercontent.com/a/AItbvmlSXtFenEBAyazEyqnr90Je3yO-YsEtJzVp-2RT=mo,"I decided to start using the services of this assistant, taking into account the fact that there is no refund policy at all. The advertisement for the service promises us that we can get a refund in the firstfew days after purchasing the subscription. I made a request because I didn't like the app, but they didn't respond to me until a few days later. They purposely didn't respond while I was eligible, and later simply",1,0,7.0.2,2022-08-04 08:29:09,"Hello! Our refund policy is available on our website https://betterme.world/money-back-policy, and we are always happy to provide our users with the best possible solution. Please reach us at gethelp@betterme.world, and we will gladly provide you with all the details and review your case. Kind regards, Team BetterMe",2022-08-04 08:56:22,en,BetterMe: Gesundheits-Coaching,most_relevant
47,472,4a9fc8d6-b10f-4e41-85c9-eb8eebc854a8,K H,https://play-lh.googleusercontent.com/a-/AFdZucr1iBsE7gSQl5N5uCvSbu8nV8Z_OS02FgQl6LFN,Honestly I thought this would be fun but I have a difficult time understanding the instructors. I'm tired of trying to get upsold everytime I open the app. Canceling right now!,1,0,7.0.1,2022-08-03 13:34:04,"Hello! We are sorry for any confusion. If you have faced any difficulties or issues with BetterMe itself, we are always glad to help our customers. Do not hesitate to reach us at gethelp@betterme.world. We have additional recourses to make your experience more pleasant. Kind regards, team BetterMe",2022-08-03 14:01:31,en,BetterMe: Gesundheits-Coaching,most_relevant
48,165,d0027ce0-fe0b-459c-b76d-300a4abfd4b4,Lisa Blake,https://play-lh.googleusercontent.com/a/AItbvmk_8MasOg8veuPfPoGcgOra-VWIVstpJE1UDQmS=mo,"I am outraged! This is definitely the lowest quality fitness assistant I have ever seen. The worst part is that it doesn't even provide an opportunity to try out its services in advance. After signing up,I was only given the option of choosing a subscription price. The app isn't worth the money, but you won't know that until you log in.",1,0,7.0.1,2022-08-03 04:41:12,"Hello! We are working hard to provide our customers with excellent high-quality, and professional services. We think that the cost is an adequate reflection of that. Still, we are always ready to assist everyone, so please reach us at gethelp@betterme.world, and we'll check what we can do for you! Team BetterMe",2022-08-03 10:03:46,en,BetterMe: Gesundheits-Coaching,most_relevant
49,229,fec14efd-9630-4775-a6d7-8626df6d1c06,Daniel Johnson,https://play-lh.googleusercontent.com/a/AItbvmnp8rfXjJ4Ep9d2p7QycTc3apBsVqt1D06piS03=mo,"I was disappointed with this app when I found out that I would not get a refund on my request to buy a subscription. But as it turned out later, it is still possible to get a refund here, but only by playing by their dirty rules.I was offered money in exchange for a small favor. They asked me to delete my angry comment about their app. I am amazed at their insolence. It's a nightmare.",1,0,7.0.1,2022-08-02 20:09:07,"Hello! Please note that we can't delete users' reviews as this is controlled and monitored by Google. Also, we never provide any rewards for posting positive feedback or deleting negative ones. Would you kindly reply to this review with the 7- digit number of your e-mail? We will gladly help. Kind Regards, Team BetterMe",2022-08-03 09:01:36,en,BetterMe: Gesundheits-Coaching,most_relevant
50,498,aca07a77-04f1-4827-aaf6-2f22c2050443,Mark Atkinson,https://play-lh.googleusercontent.com/a/AItbvmkYVEF4THlboWiOc25seLmua3Ma1DXs5ApXEDKo=mo,"You should not even start your membership in this fitness program. Its employees will charge you for your subscription, even after you turn it off. Or rather, they will tell you to disconnect your subscription,but they will not do it, as it happened to me. I was simply cheated and then refused to explain anything or refund my money. Unacceptable, I hope the Play Market employees will notice my complaint.",1,0,7.0.1,2022-08-02 19:47:37,"Hello! If the subscription was successfully canceled, it could not be automatically renewed. Moreover, we did not find an email request from you with the details of the problems you are experiencing. After all, you can always contact our team at gethelp@betterme.world, and we will resolve any issues that arise. Kind Regards, Team BetterMe",2022-08-03 10:53:06,en,BetterMe: Gesundheits-Coaching,most_relevant
51,217,d976fba4-8285-49ce-9b42-fcef5b676629,Gregory Wong,https://play-lh.googleusercontent.com/a/AItbvmkBNxyQN-p6eL_SppXFbKI1bkRE9buPuzMTcYU7=mo,"Every user of the Play Market is required to know how the policy of this deceitful app is arranged. There is no provision for a refund if you need one. I have fulfilled all the conditions for getting arefund for the subscription and I applied on time, but I received a refusal. Which was due to some ridiculous explanations. I am very angry and ask you not to download this service.",1,0,7.0.1,2022-08-02 19:37:03,"Hello! We honor our refund policy and are happy to provide our users with the best possible solution. At the same time, we have not been able to identify you among our users. Please provide us with the 7-digit number of the email you have received in the auto-reply. We will gladly review your case closer. Kind regards, Team BetterMe",2022-08-03 10:54:51,en,BetterMe: Gesundheits-Coaching,most_relevant
52,7,20833d8e-261c-4bf7-bd1b-967cfd753648,Jasmine Garcia,https://play-lh.googleusercontent.com/a/AItbvmkE_i3rWI0PBFp3DyQMT8ni88Ah6cp5yv016d5E=mo,"This app will not work for many people because of the strange way the meal plan algorithms work. For me, the membership here turned out to be a real trial. I was struggling to get the resultsI was promised and was eating as per the assistant's advice. Although he gave me a totally different diet from what I had chosen in the beginning. It was hard to eat foods I didn't like. I don't recommend it.",1,1,7.0.1,2022-08-02 19:26:25,Hello! It may take a little bit longer to see and feel any changes or results. Everyone's progress is unique. We are certain that consistent and regular exercising as well as following a healthy nutrition plan designed by our professionals will eventually prove to be fruitful. You can contact us at gethelp@betterme.world and we will help you! BM,2022-08-03 10:57:13,en,BetterMe: Gesundheits-Coaching,most_relevant
53,156,90269224-084e-4ab8-9351-8e0c65f5da46,Patrycja Bilinska,https://play-lh.googleusercontent.com/a-/AFdZucr4x64aEIEfxexAlm0_DQQcW0biqx0vFgf94Fok_A,"Mediocre.Annoying everytime Im about to end a 13 hour fast it ups me to 16h(didn't notice until a few days ago it gives me the hour notice but when I enter the app i still have around 3 left)I have to calculate myself the time to finish as the app is unreliable.Also that i cannot always put in the right quantity or the food as it doesn't give me the option,shows me different marks of food that we don't have here.Cant modify quantity of water on intake.The idea is good but needs some improvement.",3,0,7.0.1,2022-08-02 08:12:36,"Hello, Patrycja! Thank you for your comment. Don't hesitate to get in touch with us at gethelp@betterme.world. There are 8 types of fasting in the app, so let us guide you on how to manage them. And we are constantly developing the BetterMe app thanks to our users' feedback. Kind Regards, Team BetterMe",2022-08-02 09:54:18,en,BetterMe: Gesundheits-Coaching,most_relevant
54,163,1579895d-415a-4fba-97b3-7894c90733a4,Carla Baker,https://play-lh.googleusercontent.com/a/AItbvmlhwZ4HN_IVeCAUMouOgeLva-clhc8IpbzdsWgN=mo,I came across Better me and a walking to lose weight advertisement. I filled out a questionair and it was going to give me access to mindset tip. Calculation and distance that I should walk on a daily basis food tips etc. However I paid for nothing. I cant find it on fb now and the app I downloaded was free to begin with.,1,0,7.0.1,2022-08-02 06:51:01,"Hello Carla! Please note that you can find the Walking Challenge in the Challenges tab. We have also reached you via email. Please email us back if you need any further assistance. Kind regards, team BetterMe",2022-08-02 10:04:05,en,BetterMe: Gesundheits-Coaching,most_relevant
55,316,cd0e9036-89fa-4f12-b0d8-af7af225b64f,Mrs sugriva Kevin,https://play-lh.googleusercontent.com/a/AItbvmmjxiIkxJ7b1HzMmhq1HtoLsw7LEtta72_Nwhzi=mo,"Before you pay for access, I advise you to pay attention to the fact that there is no trial option here. Although, as such, it is promised in the ads. Personally, I was alarmed by this point,because I had spent a lot of time on the registration. I wasted my time for nothing. Do not buy a subscription, I am sure that the app is not worth it.",1,0,7.0.1,2022-08-02 05:23:58,"Hello! There are many types of licenses at various prices and with different terms of use. And we do provide our users with trial licenses too. Just drop us a line at gethelp@betterme.world! Looking forward to your reply as we're willing to assist you. Best Regards, Team BetterMe",2022-08-02 09:20:32,en,BetterMe: Gesundheits-Coaching,most_relevant
